station_id,station_name,timestamp,free_bikes,empty_slots,extra_uid,extra_last_updated,extra_slots,extra_normal_bikes,extra_ebikes
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-12T20:23:47.162620Z,5.0,9.0,8,1734034864.0,15.0,5.0,1.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-12T20:23:47.163312Z,1.0,14.0,40,1734034900.0,15.0,0.0,1.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-12T20:23:47.162543Z,0.0,14.0,4,1734034975.0,15.0,0.0,0.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-12T20:23:47.163449Z,8.0,7.0,49,1734034989.0,15.0,8.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-12T20:23:47.162910Z,3.0,12.0,15,1734034942.0,15.0,3.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-12T20:23:47.163147Z,0.0,23.0,28,1734034976.0,23.0,0.0,0.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-12T20:23:47.163010Z,1.0,17.0,20,1734034946.0,19.0,0.0,1.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-12T20:23:47.163382Z,1.0,22.0,44,1734035000.0,23.0,1.0,0.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-12T20:23:47.162974Z,2.0,13.0,18,1734034840.0,15.0,1.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-12T20:23:47.163467Z,17.0,6.0,50,1734034999.0,23.0,16.0,1.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-12T20:23:47.162583Z,8.0,7.0,6,1734034842.0,15.0,8.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-12T20:23:47.163229Z,4.0,15.0,33,1734034995.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-12T20:23:47.163432Z,9.0,5.0,47,1734034866.0,15.0,8.0,1.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-12T20:23:47.162991Z,3.0,11.0,19,1734034820.0,15.0,0.0,3.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-12T20:23:47.163045Z,11.0,11.0,22,1734034993.0,23.0,11.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-12T20:23:47.162691Z,2.0,13.0,12,1734034929.0,15.0,0.0,2.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-12T20:23:47.162637Z,9.0,6.0,9,1734034916.0,15.0,5.0,4.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-12T20:23:47.163113Z,13.0,5.0,26,1734034941.0,19.0,11.0,2.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-12T20:23:47.163164Z,1.0,20.0,29,1734034903.0,23.0,1.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-12T20:23:47.163532Z,10.0,3.0,54,1734034888.0,13.0,7.0,3.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-12T20:23:47.163262Z,8.0,11.0,36,1734034863.0,19.0,8.0,0.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-12T20:23:47.163212Z,7.0,12.0,32,1734034936.0,19.0,7.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-12T20:23:47.163180Z,2.0,21.0,30,1734034990.0,23.0,0.0,2.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-12T20:23:47.163483Z,6.0,13.0,51,1734034823.0,19.0,6.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-12T20:23:47.162935Z,6.0,10.0,16,1734034965.0,16.0,6.0,0.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-12T20:23:47.163500Z,3.0,16.0,52,1734034966.0,19.0,3.0,0.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-12T20:23:47.163246Z,8.0,11.0,35,1734034830.0,19.0,6.0,2.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-12T20:23:47.162656Z,7.0,11.0,10,1734034954.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-12T20:23:47.162708Z,6.0,10.0,13,1734034987.0,19.0,5.0,1.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-12T20:23:47.162602Z,11.0,12.0,7,1734034967.0,23.0,9.0,2.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-12T20:23:47.163565Z,7.0,8.0,56,1734034960.0,15.0,6.0,1.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-12T20:23:47.163329Z,7.0,7.0,41,1734034954.0,15.0,7.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-12T20:23:47.163399Z,2.0,13.0,45,1734034909.0,15.0,1.0,1.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-12T20:23:47.163415Z,8.0,6.0,46,1734034962.0,15.0,6.0,2.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-12T20:23:47.163028Z,6.0,9.0,21,1734034991.0,15.0,6.0,0.0
,,,,,,,,,
